1559;1600;300;1699;2;1;1;no_more_commands;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,5,1,5,1,6,2,9,3,1,1,0,8,1,5,8,2,3,4,7,7,4,3,4,4,7,1,2,4,10,5,6,5,2,6,5,0,2,6,4,11
1866;1700;302;2004;3;1;1;death;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,5,1,5,1,6,2,9,3,1,1,0,8,1,5,8,2,3,4,7,7,4,3,4,4,7,1,2,4,10,5,6,5,2,6,5,0,2,6,4,11
1811;1400;302;1951;2;1;1;death;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,6,2,7,11,0,5,4,5,2,4,6,10,1,1,11,5,1,6,5,5,4,2,2,5,8,9,7,7,2,10,8,3,6,7,6,2,9,4,7,2
1587;1200;305;1722;2;1;1;death;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,6,2,7,11,0,5,4,5,2,4,6,10,1,1,11,5,1,6,5,5,4,2,2,5,8,9,7,7,2,10,8,3,6,7,6,2,9,4,7,2
1607;1100;308;1741;2;1;1;death;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,5,1,5,1,6,2,9,3,1,1,0,8,1,5,8,2,3,4,7,7,4,3,4,4,7,1,2,4,10,5,6,5,2,6,5,0,2,6,4,11
1603;1100;308;1737;2;1;1;death;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10,5,1,5,1,6,2,9,3,1,1,0,8,1,5,8,2,3,4,7,7,4,3,4,4,7,1,2,4,10,5,6,5,2,6,5,0,2,6,4,11
1584;1100;310;1714;2;1;1;no_more_commands;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10
1495;1500;310;1625;2;1;1;no_more_commands;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10
1464;1100;310;1594;2;1;1;no_more_commands;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10
1375;1200;310;1505;3;1;1;no_more_commands;1,5,5,0,8,6,1,8,4,3,3,1,3,2,2,6,7,6,5,1,9,6,5,5,0,9,2,3,4,7,4,10,9,0,2,8,4,8,2,1,7,6,9,1,5,7,6,4,11,10,8,2,11,1,2,3,8,1,4,4,10,11,1,6,2,6,1,11,5,5,5,4,4,2,7,6,3,4,0,0,4,4,6,9,0,4,9,5,4,10,2,5,4,9,8,1,9,2,4,3,4,11,1,1,4,1,3,7,3,2,1,2,1,2,5,4,11,3,2,5,3,9,3,4,6,1,1,6,4,0,1,5,0,9,2,5,2,1,2,6,1,0,5,11,4,3,6,6,1,4,9,1,6,6,9,9,1,10,4,5,3,5,2,1,2,1,7,6,0,2,4,8,10,4,6,10,2,8,9,2,3,5,7,4,1,10,3,1,4,5,3,7,7,9,6,6,3,3,5,6,5,10,9,2,1,2,8,2,6,3,4,4,9,1,5,8,6,11,4,9,2,9,2,7,5,3,3,5,8,10,0,4,4,4,7,10,5,3,2,9,6,7,4,4,2,11,2,5,5,2,10,4,5,6,11,2,5,2,1,5,2,8,1,1,4,4,8,7,4,9,9,1,6,4,9,5,5,4,3,3,4,4,8,5,4,0,1,9,1,9,5,7,4,4,3,4,4,3,11,2,4,6,11,5,2,3,3,5,3,5,8,1,2,9,5,5,2,5,7,8,4,5,8,4,7,2,11,5,1,2,4,1,2,6,10,3,3,7,6,3,9,4,5,2,6,7,8,8,10,9,5,4,4,7,5,0,4,8,1,10
